id,title,text,label
R129,New Report on Election,Safe size event cause impact less. Computer care computer eye order most evening. Window relate investment worry event. Experts discuss the ongoing developments in election.,REAL
R227,New Report on Climate Change,Usually decide result too apply national. Cause education wife piece interview former when. The enough change light arrive difficult. Experts discuss the ongoing developments in climate change.,REAL
F231,Aliens Confirmed by Sources,Thank deep cultural face amount. About soon thought amount my real letter. Trouble perhaps husband report more husband. This just in — shocking claims about aliens surface on the internet.,FAKE
R066,New Report on Policy,Piece manager left maybe. Everybody when likely age drop size. Student assume seat move. Experts discuss the ongoing developments in policy.,REAL
F095,Mind Control Confirmed by Sources,Glass stuff run like economic stock evening drop. Add necessary civil stop bill table. This just in — shocking claims about mind control surface on the internet.,FAKE
R174,New Report on Policy,Speak song necessary. Police report size leg direction result customer. Hear such yes very. Experts discuss the ongoing developments in policy.,REAL
R201,New Report on Public Health,Report opportunity left with result. Matter success a. Many or around go identify edge only. Something miss that society seat science. Experts discuss the ongoing developments in public health.,REAL
R072,New Report on Education,Month hit participant whether economy. Hot decide side report. Tax weight step production whom only. Experts discuss the ongoing developments in education.,REAL
R064,New Report on Research,Responsibility fire customer already quickly. Door most administration law. Law support reach official use moment. Experts discuss the ongoing developments in research.,REAL
F037,Miracle Drug Confirmed by Sources,Area high tree even mother. Trouble production follow Mr whose two adult daughter. Business Mrs collection personal air. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R170,New Report on Technology Breakthrough,World prevent together seat by. Manager loss sea since break. Foreign these off. Experts discuss the ongoing developments in technology breakthrough.,REAL
F110,Celebrity Scandal Confirmed by Sources,Training daughter inside receive front evening item kid. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F048,Secret Cure Confirmed by Sources,Beyond dream prove music. Care report common debate anything maintain rise. This just in — shocking claims about secret cure surface on the internet.,FAKE
F082,Hoax Confirmed by Sources,Spend trial series stay much pick dinner. Military stage assume always others free. He true human military cost pattern consumer. This just in — shocking claims about hoax surface on the internet.,FAKE
F187,Miracle Drug Confirmed by Sources,Every happy size treatment second production drug. Skin air indeed kid happen fish. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F027,Miracle Drug Confirmed by Sources,Lose throw drop among level support here. His hold economic continue street across. Significant fill coach five choose improve. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F202,Hoax Confirmed by Sources,Here this away true. Necessary describe great middle Mr nearly. This just in — shocking claims about hoax surface on the internet.,FAKE
F197,Secret Cure Confirmed by Sources,Simply free meet door we enough enjoy themselves. Democratic wait our. This just in — shocking claims about secret cure surface on the internet.,FAKE
R128,New Report on Climate Change,Yet nothing rise visit development. Coach imagine bed religious reason. Sell oil some today exactly. Experts discuss the ongoing developments in climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,Republican hit group brother. Indicate industry per because strong bar bed home. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F117,Hoax Confirmed by Sources,Discuss health week step. Even professional market school need although. This just in — shocking claims about hoax surface on the internet.,FAKE
F173,Secret Cure Confirmed by Sources,Indeed major investment school group best. Significant draw professional area notice. Reality black attack. This just in — shocking claims about secret cure surface on the internet.,FAKE
F024,Aliens Confirmed by Sources,Training institution few style. Technology court ahead huge strategy director. This just in — shocking claims about aliens surface on the internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,Realize former determine simple whether. Second true social child individual travel. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R247,New Report on Public Health,Travel all that without add. Total cause current add sell five seven. Eat subject better attorney chance recognize. Experts discuss the ongoing developments in public health.,REAL
F226,Government Cover-Up Confirmed by Sources,Kid together discuss of. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F100,Flat Earth Confirmed by Sources,Her building beyond finish clear commercial big. Cost change case until. This just in — shocking claims about flat earth surface on the internet.,FAKE
